"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AG1","AJ1","AW1","GA1","GD1","GD2","GD3","GF1","KA1","KA2","MA1","MD1","MW1","MW2","MW3","MW4","MW5","OC1","REM","EQD"
"72565003017","1995-03-23T16:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","160,5,N,0093,5","22000,5,M,N","016000,5,N,1","+0100,5","-0106,5","10135,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10159,1,08347,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-23T17:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","180,5,N,0082,5","22000,5,M,N","016000,5,N,1","+0122,5","-0117,5","10137,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10152,1,08342,5",,"00,1",,,,,"0113,1","AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-23T18:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","190,5,N,0103,5","22000,5,M,N","016000,5,N,1","+0144,5","-0117,5","10120,5","01,0000,9,5","06,0000,9,1",,"4,000",,,,"0,99,5,+99999,9,9",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"10139,1,08331,5","8,1,020,1,+999,9",,,,,,"0123,1","SYN015 333 555 92318;AWY030CLR BLO 120 58020 10058 20026;","N01 00000JPWTH 0"
"72565003017","1995-03-23T19:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","170,5,N,0088,5","22000,5,M,N","016000,5,N,1","+0161,5","-0117,5","10098,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10122,1,08317,5",,"00,1",,,,,"0133,1","AWY029CLR BLO 120 PK WND 1426/1844;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-23T20:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","170,5,N,0108,5","22000,5,M,N","016000,5,N,1","+0161,5","-0117,5","10085,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10108,1,08305,5",,"00,1",,,,,"0138,1","AWY029CLR BLO 120 PK WND 1628/1950;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-23T21:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","150,5,N,0144,5","22000,5,M,N","016000,5,N,1","+0161,5","-0117,5","10068,5","01,0000,9,5",,,"1,000",,,,"0,99,5,+99999,9,9",,,,,,"10091,1,08290,5","6,1,040,1,+999,9","00,1",,,,,"0174,1","AWY035CLR BLO 120 56040 PK WND 1634/2040;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-23T22:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","150,5,N,0149,5","22000,5,M,N","016000,5,N,1","+0156,5","-0111,5","10054,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10081,1,08281,5",,"00,1",,,,,"0169,1","AWY029CLR BLO 120 PK WND 1633/2055;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-23T23:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","150,5,N,0160,5","22000,5,M,N","004800,5,N,1","+0161,5","-0106,5","10034,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10068,1,08270,5",,"07,5",,,,,"0205,1","AWY029CLR BLO 120 PK WND 1440/2246;","Q01+999990APOSP N01 07300JPWTH 0"
"72565003017","1995-03-24T00:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","150,5,N,0170,5","22000,5,M,N","011200,5,N,1","+0150,5","-0122,5","10030,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"0,99,5,+99999,9,9",,,,"999,M,+0166,1","999,N,-0034,1","10061,1,08264,5","6,1,027,1,+999,9","07,1",,,,,"0200,1","AWY047CLR BLO 120 56027 10062 20026 PK WND 1442/2307;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T01:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","130,5,N,0098,5","22000,5,M,N","016000,5,N,1","+0128,5","-0117,5","10043,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10064,1,08268,5",,"00,1",,,,,,"AWY029CLR BLO 120 PK WND 1435/0000;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T02:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","120,5,N,0088,5","22000,5,M,N","016000,5,N,1","+0106,5","-0100,5","10039,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10061,1,08264,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T03:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","120,5,N,0103,5","22000,5,M,N","016000,5,N,1","+0100,5","-0078,5","10023,5","01,0000,9,5",,,"1,000",,,,"0,99,5,+99999,9,9",,,,,,"10058,1,08261,5","8,1,003,1,+999,9","00,1",,,,,,"AWY018CLR BLO 120 58003;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T04:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","140,5,N,0124,5","22000,5,M,N","016000,5,N,1","+0094,5","-0072,5","10004,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10044,1,08249,5",,"00,1",,,,,,"AWY029CLR BLO 120 PK WND 1436/0321;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T05:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","150,5,N,0093,5","22000,5,M,N","016000,5,N,1","+0089,5","-0094,5","09999,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10041,1,08248,5",,"00,1",,,,,"0144,1","AWY029CLR BLO 120 PK WND 1529/0412;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T06:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","180,5,N,0129,5","22000,5,M,N","016000,5,N,1","+0106,5","-0094,5","09981,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"0,99,5,+99999,9,9",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","240,M,+0167,1","240,N,-0033,1","10031,1,08239,5","6,1,020,1,+999,9",,,,,,"0144,1","SYN027 333 10167 21033 555 92406;AWY047CLR BLO 120 56020 10062 20026 PK WND 1728/0553;","N01 00000JPWTH 0"
"72565003017","1995-03-24T07:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","170,5,N,0129,5","22000,5,M,N","016000,5,N,1","+0111,5","-0094,5","09968,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10024,1,08232,5",,"00,1",,,,,"0164,1","AWY029CLR BLO 120 PK WND 1834/0643;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T08:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","180,5,N,0144,5","22000,5,M,N","016000,5,N,1","+0106,5","-0061,5","09963,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10017,1,08227,5",,"00,1",,,,,"0174,1","AWY029CLR BLO 120 PK WND 1834/0745;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T09:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","180,5,N,0124,5","22000,5,M,N","016000,5,N,1","+0094,5","-0050,5","09963,5","01,0000,9,5",,,"1,000",,,,"0,99,5,+99999,9,9",,,,,,"10014,1,08224,5","6,1,018,1,+999,9","00,1",,,,,"0144,1","AWY035CLR BLO 120 56018 PK WND 1832/0806;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T10:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","180,5,N,0103,5","22000,5,M,N","016000,5,N,1","+0089,5","-0011,5","09958,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10007,1,08219,5",,"00,1",,,,,,"AWY029CLR BLO 120 PK WND 1827/0856;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T11:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","200,5,N,0093,5","22000,5,M,N","016000,5,N,1","+0089,5","-0006,5","09955,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10007,1,08219,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T12:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","190,5,N,0098,5","22000,5,M,N","016000,5,N,1","+0078,5","-0011,5","09950,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"0,99,5,+99999,9,9",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","240,M,+0167,1","120,N,+0078,1","09997,1,08209,5","7,1,013,1,+999,9",,,,,,,"SYN027 333 10167 20078 555 92412;AWY030CLR BLO 120 57013 10062 20046;","N01 00000JPWTH 0"
"72565003017","1995-03-24T13:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","190,5,N,0118,5","22000,5,M,N","016000,5,N,1","+0089,5","-0044,5","09956,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10000,1,08212,5",,"00,1",,,,,,"AWY029CLR BLO 120 PK WND 2032/1216;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T14:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","200,5,N,0129,5","22000,5,M,N","016000,5,N,1","+0100,5","-0083,5","09961,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10003,1,08215,5",,"00,1",,,,,,"AWY029CLR BLO 120 PK WND 1930/1337;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T15:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","210,5,N,0139,5","22000,5,M,N","005600,5,N,1","+0117,5","-0100,5","09952,5","01,0000,9,5",,,"1,000",,,,"0,99,5,+99999,9,9",,,,,,"09997,1,08209,5","8,1,001,1,+999,9","07,5",,,,,"0169,1","AWY035CLR BLO 120 58001 PK WND 2133/1434;","Q01+999990APOSP N01 07300JPWTH 0"
"72565003017","1995-03-24T16:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","220,5,N,0149,5","22000,5,M,N","016000,5,N,1","+0133,5","-0100,5","09948,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"09997,1,08209,5",,"00,1",,,,,"0174,1","AWY029CLR BLO 120 PK WND 2136/1534;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T17:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","200,5,N,0108,5","22000,5,M,N","016000,5,N,1","+0144,5","-0094,5","09952,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10000,1,08212,5",,"00,1",,,,,"0180,1","AWY029CLR BLO 120 PK WND 2235/1624;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T18:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","230,5,N,0113,5","22000,5,M,N","016000,5,N,1","+0156,5","-0100,5","09944,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"0,99,5,+99999,9,9",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0156,1","240,N,+0078,1","09997,1,08209,5","2,1,001,1,+999,9",,,,,,"0133,1","SYN027 333 10156 20078 555 92418;AWY047CLR BLO 120 52001 10060 20046 PK WND 2228/1738;","N01 00000JPWTH 0"
"72565003017","1995-03-24T19:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","220,5,N,0093,5","22000,5,M,N","016000,5,N,1","+0167,5","-0100,5","09940,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"09997,1,08209,5",,"00,1",,,,,"0133,1","AWY029CLR BLO 120 PK WND 2228/1759;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T19:40:00","4","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAOSP","DEN  ","V020","260,1,N,0056,1","99999,9,9,N","016093,1,N,1","+0166,1","-0100,1","09944,1",,,,"0,999",,,,,,,,,,"10000,1,08183,1",,"00,1",,,,,,"AWY040CLR BLO 120 WSHFT 1919 PK WND 1828/1906;","Q01+999990APOSP "
"72565003017","1995-03-24T20:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","310,5,N,0067,5","22000,5,M,N","016000,5,N,1","+0167,5","-0078,5","09943,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10000,1,08212,5",,"00,1",,,,,"0138,1","AWY040CLR BLO 120 WSHFT 1919 PK WND 1828/1906;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T20:01:00","4","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAOSP","DEN  ","V020","330,1,N,0061,1","99999,9,9,N","016093,1,N,1","+0155,1","-0078,1","09947,1",,,,"0,999",,,,,,,,,,"10000,1,08183,1",,"00,1",,,,,,"AWY023CLR BLO 120 WSHFT 1940;","Q01+999990APOSP "
"72565003017","1995-03-24T21:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","350,5,N,0067,5","22000,5,M,N","016000,5,N,1","+0156,5","-0083,5","09948,5","01,0000,9,5",,,"1,000",,,,"0,99,5,+99999,9,9",,,,,,"10000,1,08212,5","3,1,001,1,+999,9","00,1",,,,,"0113,1","AWY029CLR BLO 120 53001 WSHFT 1940;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T22:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","340,5,N,0072,5","22000,5,M,N","016000,5,N,1","+0150,5","-0094,5","09953,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10000,1,08212,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-24T23:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","340,5,N,0072,5","22000,5,M,N","016000,5,N,1","+0144,5","-0100,5","09960,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10007,1,08219,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T00:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","360,5,N,0077,5","22000,5,M,N","016000,5,N,1","+0122,5","-0111,5","09976,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"0,99,5,+99999,9,9",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0172,1","180,N,+0078,1","10017,1,08227,5","3,1,012,1,+999,9",,,,,,,"SYN027 333 10172 20078 555 92500;AWY030CLR BLO 120 53012 10063 20046;","N01 00000JPWTH 0"
"72565003017","1995-03-25T01:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","360,5,N,0062,5","22000,5,M,N","016000,5,N,1","+0100,5","-0122,5","09989,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10027,1,08236,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T02:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","350,5,N,0067,5","22000,5,M,N","016000,5,N,1","+0078,5","-0122,5","10004,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10037,1,08244,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T03:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","350,5,N,0036,5","22000,5,M,N","016000,5,N,1","+0061,5","-0128,5","10014,5","01,0000,9,5",,,"1,000",,,,"0,99,5,+99999,9,9",,,,,,"10047,1,08253,5","1,1,028,1,+999,9","00,1",,,,,,"AWY018CLR BLO 120 51028;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T04:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","100,5,N,0026,5","22000,5,M,N","016000,5,N,1","+0056,5","-0128,5","10016,5","01,0000,9,5",,,"1,999",,,,"0,99,5,+99999,9,9",,,,,,"10054,1,08258,5",,"00,1",,,,,,"AWY011CLR BLO 120","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T05:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","060,5,N,0067,5","03353,5,M,N","016000,5,N,1","+0044,5","-0128,5","10018,5","01,0000,9,5",,,"1,999",,,,"4,99,5,+03353,5,2",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10054,1,08258,5",,"00,1",,,,,,"AWY010OVC V BKN;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T06:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","070,5,N,0072,5","03048,5,M,N","016000,5,N,1","+0039,5","-0128,5","10027,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"4,99,5,+03048,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0172,1","240,N,+0011,1","10064,1,08268,5","3,1,014,1,+999,9",,,,,,,"SYN027 333 10172 20011 555 92506;AWY01853014 10063 20034;","N01 00000JPWTH 0"
"72565003017","1995-03-25T07:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","060,5,N,0057,5","02134,5,M,N","016000,5,N,1","+0033,5","-0139,5","10033,5","01,0000,9,5",,,"1,999",,,,"4,99,5,+02134,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10071,1,08273,5",,"00,1",,,,,,,"Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T08:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","080,5,N,0036,5","02438,5,M,N","016000,5,N,1","+0028,5","-0100,5","10043,5","01,0000,9,5",,,"1,999",,,,"4,99,5,+02438,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10081,1,08281,5",,"00,1",,,,,,,"Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T09:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","100,5,N,0046,5","02743,5,M,N","016000,5,N,1","+0017,5","-0100,5","10051,5","01,0000,9,5",,,"1,000",,,,"4,99,5,+02743,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10085,1,08285,5","1,1,018,1,+999,9","00,1",,,,,,"AWY00651018;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T10:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","070,5,N,0015,5","02743,5,M,N","016000,5,N,1","+0006,5","-0117,5","10051,5","01,0000,9,5",,,"1,999",,,,"4,99,5,+02743,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10078,1,08278,5",,"71,5",,,,,,,"Q01+999990APOSP N01 04000JPWTH 0"
"72565003017","1995-03-25T11:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","150,5,N,0026,5","02743,5,M,N","016000,5,N,1","-0011,5","-0122,5","10054,5","01,0000,9,5",,,"1,999",,,,"4,99,5,+02743,5,2",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10078,1,08278,5",,"00,1",,,,,,"AWY010OVC V BKN;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T12:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","150,5,N,0041,5","02438,5,M,N","016000,5,N,1","-0017,5","-0128,5","10064,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"2,99,5,+01829,5,9","3,99,5,+02438,5,9","3,99,5,+02896,5,9","06,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0172,1","120,N,-0017,1","10081,1,08281,5","5,1,002,1,+999,9",,,,,,,"SYN027 333 10172 21017 555 92512;AWY02855002 10063 20029 BKN V SCT;","N01 00000JPWTH 0"
"72565003017","1995-03-25T13:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","140,5,N,0031,5","02743,5,M,N","016000,5,N,1","-0022,5","-0122,5","10081,5","01,0000,9,5",,,"1,999",,,,"3,99,5,+02743,5,9","3,99,5,+03353,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10091,1,08290,5",,"00,1",,,,,,,"Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T14:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","140,5,N,0036,5","02438,5,M,N","016000,5,N,1","+0000,5","-0117,5","10081,5","01,0000,9,5",,,"1,999",,,,"4,99,5,+02438,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10091,1,08290,5",,"00,1",,,,,,,"Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T15:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","090,5,N,0046,5","02438,5,M,N","016000,5,N,1","+0028,5","-0133,5","10085,5","01,0000,9,5",,,"1,000",,,,"4,99,5,+02438,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10098,1,08297,5","1,1,013,1,+999,9","00,1",,,,,,"AWY00651013;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T16:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","060,5,N,0031,5","02438,5,M,N","016000,5,N,1","+0033,5","-0128,5","10085,5","01,0000,9,5",,,"1,999",,,,"3,99,5,+02438,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10098,1,08297,5",,"00,1",,,,,,,"Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T17:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","030,5,N,0046,5","02438,5,M,N","016000,5,N,1","+0044,5","-0117,5","10086,5","01,0000,9,5",,,"1,999",,,,"3,99,5,+02438,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10098,1,08297,5",,"00,1",,,,,,,"Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T18:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SY-SA","DEN  ","V020","020,5,N,0062,5","02134,5,M,N","016000,5,N,1","+0056,5","-0106,5","10079,5","01,0000,9,5","06,0000,9,1",,"0,000",,,,"4,99,5,+02134,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0056,1","240,N,-0022,1","10095,1,08293,5","8,1,001,1,+999,9",,,,,,"0077,1","SYN027 333 10056 21022 555 92518;AWY01858001 10042 20028;","N01 00000JPWTH 0"
"72565003017","1995-03-25T19:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","020,5,N,0077,5","02591,5,M,N","016000,5,N,1","+0067,5","-0100,5","10072,5","01,0000,9,5",,,"1,999",,,,"4,99,5,+02591,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10088,1,08288,5",,"00,1",,,,,"0097,1",,"Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T20:00:00","C","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAO  ","DEN  ","V020","060,5,N,0062,5","02438,5,M,N","016000,5,N,1","+0072,5","-0100,5","10063,5","01,0000,9,5",,,"1,999",,,,"3,99,5,+02438,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10078,1,08278,5",,"00,1",,,,,"0097,1","AWY006VIRGA;","Q01+999990APOSP N01 00000JPWTH 0"
"72565003017","1995-03-25T20:35:00","4","39.8328","-104.6575","1650.2","DENVER INTERNATIONAL AIRPORT, CO US","SAOSP","DEN  ","V020","030,1,N,0046,1","02100,1,M,N","016093,1,N,1","+0066,1","-0106,1","10060,1",,,,"0,999",,,,"4,99,1,+02100,9,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10075,1,08247,1",,"00,1",,,,,,"AWY011WSHFT 2014;","Q01+999990APOSP "
